zone;centerX;centerY;nRequests;sumWaitTime;meanWaitTime;min;max;p95;p90;p80;p75;p50
257;455000.0;5759000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
258;455000.0;5761000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
263;457000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
264;457000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
265;457000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
266;457000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
267;457000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
268;457000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
269;457000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
270;457000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
271;457000.0;5729000.0;107;48831;456.3644859813084;61.0;1191.0;1100.9999999999998;972.8000000000001;802.8000000000001;722.0;381.0
272;457000.0;5731000.0;426;229355;538.3920187793426;9.0;1202.0;1118.9499999999998;1065.6;927.6;854.75;478.0
273;457000.0;5733000.0;233;134843;578.7253218884119;27.0;1190.0;1152.5;1072.2;960.6000000000003;863.0;540.0
274;457000.0;5735000.0;331;164777;497.8157099697885;8.0;1197.0;1109.0;991.0;833.0000000000001;777.0;410.0
275;457000.0;5737000.0;309;167529;542.1650485436892;2.0;1183.0;1117.5;1041.0;862.0;782.5;523.0
276;457000.0;5739000.0;194;109197;562.8711340206185;10.0;1198.0;1163.0;1105.5;975.0;864.75;511.0
277;457000.0;5741000.0;95;44623;469.7157894736842;61.0;1175.0;1095.9999999999995;999.8;799.2000000000002;741.0;389.0
279;457000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
280;457000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
281;457000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
287;457000.0;5761000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
289;457000.0;5765000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
292;459000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
294;459000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
295;459000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
296;459000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
297;459000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
298;459000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
299;459000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
30;441000.0;5711000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
300;459000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
301;459000.0;5731000.0;20;9156;457.8;61.0;1186.0;1184.75;1152.2000000000003;651.0;621.75;379.5
302;459000.0;5733000.0;12;6937;578.0833333333334;130.0;1175.0;1175.0;1157.0;1001.6;917.25;482.0
303;459000.0;5735000.0;186;82437;443.2096774193548;18.0;1281.0;1088.6;1026.0;779.6;696.5;354.5
305;459000.0;5739000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
306;459000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
308;459000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
309;459000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
31;441000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
310;459000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
315;459000.0;5759000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
317;459000.0;5763000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
318;459000.0;5765000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
323;461000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
325;461000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
326;461000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
327;461000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
328;461000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
329;461000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
33;441000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
330;461000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
331;461000.0;5733000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
334;461000.0;5739000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
335;461000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
336;461000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
337;461000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
338;461000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
339;461000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
34;441000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
346;461000.0;5763000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
348;461000.0;5767000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
349;463000.0;5711000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
35;441000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
350;463000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
351;463000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
352;463000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
355;463000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
356;463000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
357;463000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
358;463000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
359;463000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
36;441000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
360;463000.0;5733000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
362;463000.0;5737000.0;10;2356;235.6;61.0;788.0;788.0;779.9000000000001;641.4000000000002;461.0;61.0
363;463000.0;5739000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
364;463000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
365;463000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
366;463000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
367;463000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
368;463000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
369;463000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
370;463000.0;5753000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
371;463000.0;5755000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
376;463000.0;5765000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
379;465000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
38;441000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
380;465000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
381;465000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
382;465000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
383;465000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
384;465000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
385;465000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
386;465000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
387;465000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
388;465000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
391;465000.0;5737000.0;1;61;61.0;61.0;61.0;61.0;61.0;61.0;61.0;61.0
392;465000.0;5739000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
393;465000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
394;465000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
395;465000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
396;465000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
397;465000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
398;465000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
399;465000.0;5753000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
4;439000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
40;441000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
405;465000.0;5765000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
408;467000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
409;467000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
41;441000.0;5733000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
410;467000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
411;467000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
412;467000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
414;467000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
417;467000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
418;467000.0;5733000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
42;441000.0;5735000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
422;467000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
423;467000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
424;467000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
425;467000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
426;467000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
427;467000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
429;467000.0;5755000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
43;441000.0;5737000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
430;467000.0;5757000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
431;467000.0;5759000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
437;469000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
438;469000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
44;441000.0;5739000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
440;469000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
441;469000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
442;469000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
443;469000.0;5725000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
444;469000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
445;469000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
446;469000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
447;469000.0;5733000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
45;441000.0;5741000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
454;469000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
455;469000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
456;469000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
458;469000.0;5755000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
46;441000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
460;469000.0;5759000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
466;471000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
467;471000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
468;471000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
469;471000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
47;441000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
470;471000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
471;471000.0;5723000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
473;471000.0;5727000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
474;471000.0;5729000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
475;471000.0;5731000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
478;471000.0;5737000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
48;441000.0;5747000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
481;471000.0;5743000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
482;471000.0;5745000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
484;471000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
485;471000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
487;471000.0;5755000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
488;471000.0;5757000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
49;441000.0;5749000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
490;471000.0;5761000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
492;471000.0;5765000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
493;471000.0;5767000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
495;473000.0;5713000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
496;473000.0;5715000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
497;473000.0;5717000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
498;473000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
499;473000.0;5721000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
5;439000.0;5719000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
50;441000.0;5751000.0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
